numero_ley,materias,resumen
21596,"Días Nacionales,Día Nacional de las Áreas Protegidas","La presente ley tiene por objeto incorporar formalmente en nuestro derecho el Día Nacional de las Áreas Protegidas, declarando el segundo sábado de noviembre de cada año como el día destinado a celebrar y reflexionar sobre la importancia de la preservación de la naturaleza, asegurar la diversidad biológica y conservar el patrimonio ambiental.     De acuerdo a la moción que da origen a la presente ley, se establece este día porque ya es primavera, un clima idóneo para la visita de estos lugares sin que repercuta en la carga de visitantes en el período estival.     Adicionalmente, se señala que esta consagración constituye una acción del Estado necesaria para reafirmar su compromiso en el cuidado de estas áreas, pero además implica un antecedente simbólico que permite resaltar la importancia cultural, histórica, económica y social que representan para nuestro país."
21611,"Vehículos Motorizados,Campeonato Mundial de Rally WRC,Ley de Tránsito,Permiso de Circulación,Registro Nacional de Vehículos Motorizados,Inscripción de Vehículos,Servicio de Registro Civil e Identificación","La presente ley tiene por objeto autorizar la circulación de vehículos oficiales del Campeonato Mundial de Rally WRC, que se realizará en la Región del Biobío entre el 28 de septiembre y el 1 de octubre de 2023, permitiéndoles circular por las vías y caminos de esa región entre el 5 de septiembre y el 10 de octubre de 2023.     Esta norma establece la obligación de la entidad interesada de requerir la inscripción temporal de estos vehículos en el Registro de Vehículos Motorizados del Servicio de Registro Civil e Identificación, los cuales deberán ser nuevos y no estar inscritos previamente en el mencionado registro.     Adicionalmente, dispone que la inscripción deberá ser cancelada de oficio por el Servicio de Registro Civil e Identificación una vez transcurrido el plazo de la autorización y las patentes asignadas deberán ser devueltas por la entidad interesada a la misma oficina del Servicio de Registro Civil e Identificación donde se realizó la primera inscripción.     Por último, exceptúa a estos vehículos del pago del permiso de circulación establecido en la ley sobre Rentas Municipales, cuyo texto refundido y sistematizado fue fijado por el Decreto N° 2.385, de 1996, del Ministerio del Interior."
21613,"Nacionalidad por Gracia,Julian Ezequiel Stabon","La presente ley, concede por especial gracia la nacionalidad chilena al ciudadano argentino y destacado deportista y entrenador para Chile, Julián Stabon.     Stabon es un deportista de élite nacido en Argentina que practica el deporte de la Pelota Vasca desde niño. Desde febrero del año 2019 se radicó en Chile para ser el Entrenador de la Selección Chilena de Pelota Vasca. Ha sido técnico nacional en 4 torneos internacionales, incluyendo torneos de nivel mundial y panamericano. Como técnico y gran jugador, su desarrollo deportivo en Chile ha influido muy positivamente en nuestros deportistas, sobretodo en su formación.    De esta forma, podrá representar a Chile en competencias en el extranjero, en especial en los próximos Juegos Panamericanos Santiago 2023."
21604,"Vehículos Motorizados,XIX Juegos Panamericanos,VII Juegos Parapanamericanos,Ley de Tránsito,Permiso de Circulación,Registro Nacional de Vehículos Motorizados,Inscripción de Vehículos,Servicio de Registro Civil e Identificación","La presente ley tiene por objeto autorizar por única vez, mediante un programa piloto especial que deberá establecer el Ministerio de Transportes y Telecomunicaciones, el tránsito de los vehículos oficiales que serán ocupados en los XIX Juegos Panamericanos y VII Juegos Parapanamericanos, desde el 10 de octubre hasta el 30 de noviembre de 2023.     Establece la obligación de la entidad interesada de requerir la inscripción temporal de estos vehículos en el Registro de Vehículos Motorizados del Servicio de Registro Civil e Identificación, los cuales deberán ser nuevos y no estar inscritos previamente en el mencionado registro.     Adicionalmente, dispone que la inscripción deberá ser cancelada de oficio por el Servicio de Registro Civil e Identificación una vez transcurrido el plazo de la autorización y las patentes asignadas deberán ser devueltas por la entidad interesada a la misma oficina del Servicio de Registro Civil e Identificación donde se realizó la primera inscripción.     Por último, exceptúa a estos vehículos del pago del permiso de circulación establecido en el Decreto Ley N° 3063 de 1979."
21593,"Días Nacionales,Día Nacional de la Prevención del Accidente Cerebro Vascular (29 de Octubre)","La presente ley tiene por objeto establecer el 29 de octubre de cada año, como el Día Nacional de la Prevención del Accidente Cerebro Vascular, misma fecha en que se celebra el Día Mundial del Accidente Cerebrovascular (ACV).     Conforme con la documentación de la tramitación legislativa de esta ley, lo que se pretende con esta legislación, es que la ciudadanía tome conciencia de lo grave que son estos eventos, y lo importante que es una atención médica oportuna para evitar situaciones de mayor gravedad.     Según el Ministerio de Salud los síntomas más comunes de los ACEV son: parálisis facial periférica; pérdida  de fuerza en uno de los brazos o en la mitad del cuerpo; y la dificultad para hablar o hacerse entender.     Esta afección es resultado de la interrupción del suministro de sangre hacia el cerebro, producto de una enfermedad crónica expresada por la presencia de condiciones o factores de riesgo que predisponen su desarrollo. Estos factores son hipertensión arterial, diabetes, tabaquismo, hipercolesterolemia, consumo excesivo de alcohol, obesidad, sedentarismo y fibrilación auricular."
21594,"Establecimientos Penitenciarios,Elementos Prohíbidos,Funcionarios Públicos,Telefonía Celular,Telefonía Móvil","La presente ley tiene por objeto sancionar penalmente a quien se encuentre privado de libertad en un establecimiento penitenciario y tuviere en su poder cualquier equipo telefónico u otro que permita la comunicación con el exterior, incorporando al Código Penal, el artículo 304 ter, sancionando esta conducta con la pena de presidio menor en su grado mínimo a medio (61 días a 3 años).     Por otra parte, sanciona con la pena de presidio menor en su grado mínimo (61 días a 540 días) y suspensión en su grado mínimo a inhabilitación absoluta temporal en cualquiera de sus grados para el ejercicio del cargo u oficio. al funcionario público que omita denunciar el hecho a la autoridad competente. Se exime de responsabilidad penal al abogado defensor de quien tuviere en su poder elementos tecnológicos que permitan comunicarse con el exterior del recinto penitenciario, y que omitiere denunciar este hecho.     Lo anterior, sin perjuicio de las sanciones que correspondan de acuerdo al Reglamento de Establecimientos Penitenciarios."
21609,"Feriados,Feriados Regionales,Fiesta de la Pampilla,Feriado Región de Coquimbo Fiesta de la Pampilla (20 de Septiembre),Feriado Región de Antofagasta Fiesta Religiosa de Nuestra Señora de Guadalupe de Ayquina (08 de Septiembre 2023)","La presente ley tiene por objeto establecer como feriado el 8 de septiembre de 2023 para la región de Antofagasta, en honor a la devoción a la Virgen de Guadalupe de Ayquina, comúnmente conocida como ""la Chinita"". Esta celebración es una arraigada tradición en la región de Antofagasta. La Virgen de Ayquina es considerada la patrona de los mineros de Chuquicamata, y su festividad se conmemora con bailes religiosos en los que participan fieles y peregrinos que acuden a expresar su fe en el pequeño pueblo de Ayquina, situado a 80 kilómetros al este de la ciudad de Calama, según lo señala el proyecto de ley que origina esta legislación.     Asimismo, esta ley declara feriado el 20 de septiembre de 2023 para la región de Coquimbo, con motivo de la celebración de la Fiesta de La Pampilla. Con el paso de los años, esta festividad ha experimentado un notable crecimiento y se ha convertido en una gran fiesta social y cultural que reúne a cientos de miles de personas de la región y de otras partes de Chile e incluso de países extranjeros, quienes viajan especialmente para participar de esta celebración."
21602,"Carabineros de Chile,Estatuto del Personal de Carabineros de Chile,Funciones de Carabineros de Chile,Ley Orgánica Constitucional de Carabineros de Chile,Personal de Carabineros de Chile","La presente ley tiene por objeto aumentar la dotación policial en labores operativas de Carabineros de Chile, a través de los llamados al servicio de Carabineros en retiro. Para tal efecto, se modifica la Ley Orgánica Constitucional de Carabineros de Chile y el Estatuto del Personal de Carabineros de Chile.      Respecto al primer cuerpo legal mencionado, se aumenta el período máximo en que pueden servir los funcionarios llamados al servicio, pasando de cinco a siete años.     Además, se amplía la posibilidad de llamar al servicio a los Oficiales de los Servicios, con excepción de los funcionarios de veterinaria, banda y servicios religiosos.     También se permite incluir a funcionarios que se encuentran en retiro temporal con derecho a pensión.     Se establece el deber de Carabineros de Chile de informar al Ministerio del Interior y Seguridad Pública la cantidad de personal en retiro que ha sido llamado al servicio, dando cuenta de su desagregación y cobertura, tanto a nivel regional como comunal.     Por su parte, en relación al segundo texto legal, se incorporan a su articulado las mismas modificaciones introducidas a la ley N° 18.961, Orgánica Constitucional de Carabineros.     Adicionalmente, se aumenta el porcentaje máximo de personal que puede ser llamado al servicio de 1,5% a 3% del total de funcionarios de la entidad.     Se amplía el requisito de clasificación de lista, incorporando la lista 2 de Satisfactorios o Permanencia, excluyendo a personas que figuren en lista 2 por razones disciplinarias.     También se permite que el personal llamado al servicio perciba beneficios que hoy no percibe, tales como asignación policial y asignación por actividad peligrosa o nociva para la salud.     Por último, en el artículo transitorio se establece la forma de financiar el mayor gasto fiscal que represente la implementación de la ley."
21599,"Reajustes,Reajuste de Remuneraciones del Sector Público,Remuneraciones","La presente ley tiene por objeto sustituir el reajuste de las remuneraciones del sector público establecido en la ley 21.526, para las y los trabajadores de grados, niveles o categorías superiores señalados en dicha legislación, y que ascendía a una suma mensual de $264.000, estableciendo en su reemplazo un reajuste del 10,5% respecto de las remuneraciones, asignaciones, beneficios, y las demás retribuciones en dinero, imponibles o no para salud y pensiones, a partir del 1 de agosto de 2023.       Este reajuste no podrá ser inferior a la suma mensual antes indicada por jornada completa o el proporcional que le hubiere correspondido de acuerdo a lo dispuesto en el artículo 1 de la ley 21.526. Cualquier diferencia debe ser compensada mediante una bonificación mensual.     Además, otorga un reajuste adicional del 1,36% a contar del 1 diciembre de 2023 a los mismos trabajadores antes señalados.     Por su parte, en su artículo 2 la ley extiende estos reajustes a ciertas categorías funcionarias y profesionales específicos, que se encuentran regidos por diversos estatutos. A vía ejemplar, se contempla para el personal de las categorías funcionarias de médicos cirujanos, farmacéuticos, químico-farmacéuticos, bioquímicos y cirujano-dentistas regulados por la ley Nº 19.378.     Cabe señalar que la ley establece que estos reajustes no aplicarán si las remuneraciones ya se han reajustado en un 12% de acuerdo a lo dispuesto en la ley 21.526.     Además, se contempla un reajuste adicional a las remuneraciones, asignaciones, beneficios y demás retribuciones en dinero que la ley señala, el que será en un porcentaje (17%, 13%, 0,5% y un 3%) que varía de acuerdo al grado, nivel o categoría específica que se indica en la ley.     Finalmente, dispone una serie de modificaciones adecuatorias en el artículo 8° de la ley 19.646, que concede beneficios económicos al personal de los servicios que indica."
21598,"Feriados,Feriados Regionales,Día del Minero","La presente ley tiene por objeto declarar día feriado el 10 de agosto de este 2023, para las regiones de Tarapacá y Atacama, por su significado espiritual, religioso, histórico y patrimonial, ya que se conmemora a San Lorenzo de Tarapacá, el patrono de los mineros en Chile.     De acuerdo a lo que señala el proyecto que dio origen a esta ley, esta celebración es de profunda importancia para las y los ciudadanos de la región, tuvo su origen en España, conmemora la muerte y martirio de San Lorenzo, quien tuvo a su cargo la administración de los bienes de la Iglesia Católica durante el papado de Sixto III, quien entregó su vida por viudas, huérfanos, inválidos y los más desposeídos."
21590,"Migración,Extranjería,Plazo de detención,Privación de Libertad","La presente ley modifica el artículo 134 de la ley N° 21.325, de Migración y Extranjería, con el objeto de ampliar el plazo de 48 horas que originalmente contemplaba este cuerpo legal a 5 días corridos como máximo en que un extranjero puede estar privado de libertad, mientras se encuentre en el proceso de ejecución de la medida de expulsión del país."
21588,"Registro Pesquero Artesanal,Ley General de Pesca y Acuicultura,Caducidad","La presente ley tiene por objeto establecer una suspensión excepcional hasta el 31 de diciembre de 2024, de la declaración de caducidad de la inscripción en el Registro Pesquero Artesanal, conforme lo establecen los artículos 55 y 55 N de la Ley General de Pesca y Acuicultura, cuyo texto refundido, coordinado y sistematizado se encuentra en el decreto Nº 430, de 1991, del Ministerio de Economía, Fomento y Reconstrucción.     Sin embargo, la referida suspensión no rige si concurren las causales de caducidad específicamente señaladas en la ley, y tratándose del literal e) del artículo 55, relativo al no pago de patente pesquera por dos años consecutivos, solo aplica hasta el 31 de diciembre de 2023.     Finalmente, cabe señalar que esta suspensión es aplicable sin perjuicio de lo prevenido en la ley N° 20.872, que establece normas permanentes para enfrentar  las consecuencias de catástrofes naturales en el sector pesquero."
21581,"Impuesto a las Ventas y Servicios (IVA),Servicios Sanitarios Rurales","La presente ley tiene objeto eximir del Impuesto de Valor Agregado (IVA) a los servicios sanitarios rurales que los operadores presten a sus asociados, cooperados o socios, modificando la ley Nº 20.998, que Regula los Servicios Sanitarios Rurales.     En este particular, incorpora el artículo 64 bis a la cita ley, el que establece que para que se aplique la exención de IVA los nuevos operadores deberán estar inscritos o incorporados en el Registro de operadores de servicios sanitarios rurales en lo plazos que indica, información que el Ministerio de Hacienda compartirá cada año al Servicio de Impuestos Internos.  Este nuevo artículo entró en vigor retroactivamente el 1 de enero de 2023, de acuerdo a lo señalado en las disposiciones transitorias.      Asimismo, tampoco se encontrarán gravados con el IVA los servicios sanitarios rurales prestados entre operadores o asociaciones de operadores, siempre que éstos respondan exclusivamente a garantizar la continuidad del servicio. Igualmente, se estarán exentas de IVA las prestaciones de servicios sanitarios rurales o la venta de agua potable a Bomberos, colegios públicos, y a los bienes raíces municipales."
21586,"Derecho de Aguas,Comunidades de Aguas Subterráneas,Dirección General de Aguas,Derecho de Aprovechamiento de Aguas,Catastro Público de Aguas","La presente ley, introduce modificaciones a la ley N° 21.435, que modifica el Código de Aguas, con el objeto de extender hasta el 6 de abril de 2025 el plazo de inscripción de los derechos de aguas, constituidos por acto de autoridad competente, y que no estuvieren inscritos en el Registro de Propiedad de Aguas del Conservador de Bienes Raíces correspondiente, caducando el derecho en caso de no inscripción en el plazo señalado. Asimismo, establece que el Instituto de Desarrollo Agropecuario, la Dirección General de Aguas, la Corporación de Desarrollo Indígena y la correspondiente organización de usuarios, deberán velar por la difusión e información de ello.     De igual forma, dispone que en todas las áreas de restricción o zonas de prohibición declaradas con anterioridad a la publicación de la ley N° 21.435 (6 de abril de 2022) deberán iniciarse los trámites para conformar las Comunidades de Aguas Subterráneas dentro del plazo de 3 años contado desde su publicación, y vencido dicho plazo, la Dirección General de Aguas, sólo podrá autorizar cambios de puntos de captación en dicha zona a aquellas personas que se hayan hecho parte en el proceso de conformación de la comunidad.     Adicionalmente, prescribe que los Conservadores, a petición de parte y previo informe favorable de la Dirección General de Aguas, podrán efectuar inscripciones individuales de derechos de aprovechamientos de aguas, a partir de las inscripciones constitutivas de aquellas organizaciones de usuarios de aguas, constituidas judicial o extrajudicialmente.     Por otra parte, modifica el Código de Aguas, a fin de establecer un procedimiento administrativo especial para tramitar las solicitudes destinadas a perfeccionar el título del derecho de aprovechamiento de aguas, cuya resolución administrativa de perfeccionamiento permite registrar el derecho en el Catastro Público de Aguas, debiendo dejarse constancia de su registro en el Conservador de Bienes Raíces, cuando corresponda."
21586,"Derecho de Aguas,Comunidades de Aguas Subterráneas,Dirección General de Aguas,Derecho de Aprovechamiento de Aguas,Catastro Público de Aguas","La presente ley, introduce modificaciones a la ley N° 21.435, que modifica el Código de Aguas, con el objeto de extender hasta el 6 de abril de 2025 el plazo de inscripción de los derechos de aguas, constituidos por acto de autoridad competente, y que no estuvieren inscritos en el Registro de Propiedad de Aguas del Conservador de Bienes Raíces correspondiente, caducando el derecho en caso de no inscripción en el plazo señalado. Asimismo, establece que el Instituto de Desarrollo Agropecuario, la Dirección General de Aguas, la Corporación de Desarrollo Indígena y la correspondiente organización de usuarios, deberán velar por la difusión e información de ello.     De igual forma, dispone que en todas las áreas de restricción o zonas de prohibición declaradas con anterioridad a la publicación de la ley N° 21.435 (6 de abril de 2022) deberán iniciarse los trámites para conformar las Comunidades de Aguas Subterráneas dentro del plazo de 3 años contado desde su publicación, y vencido dicho plazo, la Dirección General de Aguas, sólo podrá autorizar cambios de puntos de captación en dicha zona a aquellas personas que se hayan hecho parte en el proceso de conformación de la comunidad.     Adicionalmente, prescribe que los Conservadores, a petición de parte y previo informe favorable de la Dirección General de Aguas, podrán efectuar inscripciones individuales de derechos de aprovechamientos de aguas, a partir de las inscripciones constitutivas de aquellas organizaciones de usuarios de aguas, constituidas judicial o extrajudicialmente.     Por otra parte, modifica el Código de Aguas, a fin de establecer un procedimiento administrativo especial para tramitar las solicitudes destinadas a perfeccionar el título del derecho de aprovechamiento de aguas, cuya resolución administrativa de perfeccionamiento permite registrar el derecho en el Catastro Público de Aguas, debiendo dejarse constancia de su registro en el Conservador de Bienes Raíces, cuando corresponda."
21583,"Sistema de Educación Pública,Asistentes de la Educación,Servicios Locales de Educación Pública","La presente ley tiene por objeto establecer el alcance del artículo cuadragésimo segundo transitorio de la ley N° 21.040, que Crea el Sistema de Educación Pública, referido a la protección de derechos del personal de los establecimientos educacionales traspasados a los Servicios Locales de Educación, en materia de ingresos.     De esta forma, la ley mediante su artículo único, declara interpretada la citada disposición transitoria, señalando en lo medular, que los trabajadores asistentes de la educación, al momento de ser traspasados mantendrán todas y cada una de las asignaciones que recibían, siempre que se hayan pactado, al menos, con seis meses de antelación al traspaso; y respecto de los contratos individuales de quienes se desempeñaban en establecimientos administrados por una corporación de educación municipal, señala que se tendrán por incorporadas todas las cláusulas de los instrumentos colectivos de trabajo vigentes seis meses antes del traspaso a los Servicios Locales."
21583,"Sistema de Educación Pública,Asistentes de la Educación,Servicios Locales de Educación Pública","La presente ley tiene por objeto establecer el alcance del artículo cuadragésimo segundo transitorio de la ley N° 21.040, que Crea el Sistema de Educación Pública, referido a la protección de derechos del personal de los establecimientos educacionales traspasados a los Servicios Locales de Educación, en materia de ingresos.     De esta forma, la ley mediante su artículo único, declara interpretada la citada disposición transitoria, señalando en lo medular, que los trabajadores asistentes de la educación, al momento de ser traspasados mantendrán todas y cada una de las asignaciones que recibían, siempre que se hayan pactado, al menos, con seis meses de antelación al traspaso; y respecto de los contratos individuales de quienes se desempeñaban en establecimientos administrados por una corporación de educación municipal, señala que se tendrán por incorporadas todas las cláusulas de los instrumentos colectivos de trabajo vigentes seis meses antes del traspaso a los Servicios Locales."
21584,"Bono de Invierno,Pensionados","La presente ley tiene por objeto conceder un aporte extraordinario de $60.000 a las personas beneficiadas con el bono de invierno otorgado por el artículo 20 de la ley 21.526, el que será pagado en una sola cuota a partir de mes de junio de 2023 por parte del Instituto de Previsión Social, organismo que conocerá y resolverá reclamos relacionados a este aporte extraordinario.     A su vez, el plazo para reclamar el no otorgamiento de este beneficio será de un año contado desde el mes en que debió recibirse. En tanto, el cobro de este bono será de 9 meses a contar de la emisión del pago."
21579,"Licencia de Conducir,Renovación Licencia de Conducir","La presente ley tiene por objeto establecer una prórroga progresiva para la renovación de las licencias de conducir, para lo cual introduce un nuevo artículo 7° transitorio en ley N° 18.290, de Tránsito, cuyo texto refundido, coordinado y sistematizado fue fijado por el decreto con fuerza de ley N° 1, de 2007.     En dicha disposición, la ley contempla el siguiente cronograma de prórroga:- Se prorroga por 2 años, contados desde la fecha de vencimiento que aparece consignada en el documento, la vigencia de todas las licencias de conductor cuyo control correspondía realizar originalmente durante el año 2022.- Se prorroga por 1 año, contado desde la fecha de vencimiento que aparece consignada en el documento, la vigencia de todas las licencias de conductor cuyo control corresponda realizar originalmente durante los años 2023 y 2024.- Las licencias no profesionales clase B, C o especiales cuyo control corresponda realizar originalmente durante los años 2020 y 2021, se renovarán el 2023; las que vencieron el año 2022 y que vencen el año 2023, se renovarán el año 2024 y las que vencen el año 2024, se renovarán el año 2025, contado desde la fecha de vencimiento que aparece en el documento; y-  Para el caso de las licencias profesionales y aquellas que se hayan otorgado conforme al inciso final del artículo 22 del citado cuerpo legal, esto es, casos en  que se extendió por un plazo inferior, su renovación se otorgará por el término que corresponda de acuerdo a las reglas generales."
21578,"Ingreso Mínimo Mensual,Asignación Familiar,Asignación Maternal,Subsidio Familiar,Reajuste,Reajuste Ingreso Mínimo Mensual,Subsidios,Microempresas,Micro, Pequeñas y Medianas Empresas (MIPYME)","La presente ley tiene por objeto reajustar el monto del ingreso mínimo mensual de los trabajadores y trabajadoras, elevándolo en forma gradual, de conformidad a los plazos y montos que establece, aumentar los beneficiarios/as de asignación familiar y maternal, y extender el ingreso mínimo garantizado, entre otras materias, para las micro, pequeñas y medianas empresas.     De esta forma, para los trabajadores y trabajadoras mayores de 18 años y de hasta 65 años:- A contar del 1 de mayo de 2023, se eleva a $440.000;- A contar del 1 de septiembre de 2023, se eleva a $460.000;- A contar del 1  de julio de 2024, se eleva a $500.000.-     En este mismo sentido, la ley establece en su artículo 1°, otras reglas de reajuste en los períodos que indica, de acuerdo a las variaciones acumuladas que experimente el Índice de Precios al Consumidor (IPC).     Respecto de trabajadores y trabajadoras menores de 18 y mayores de 65 años:- A contar del 1 de mayo de 2023, se eleva a $328.230.-     En cuanto al ingreso mínimo mensual para efectos no remuneracionales, establece que a contar del 1 de mayo de 2023, se eleva a un monto de $283.619.     Adicionalmente, se contempla la ampliación del universo de beneficiarios/as de la asignación familiar y maternal, para lo cual se introducen modificaciones al artículo 1 de la ley N° 18.987, subiendo los valores del ingreso mensual tope de cada tramo para recibir esta asignación.     Por otra parte, dispone la extensión del subsidio para alcanzar un ingreso mínimo garantizado, para lo cual incorpora una serie de modificaciones en la ley N° 21.218, las que comenzarán a regir desde el 1 de enero de 2024.     Entre ellas, se adecuan una serie de montos que sirven de parámetros para otorgar o calcular este subsidio, reglados en el artículo 1 y 2 de la citada ley, como por ejemplo, el valor de la remuneración bruta mensual de los trabajadores dependientes que tienen derecho para percibir este subsidio en $500.000.- como tope; y la norma que establece que el referido subsidio regirá hasta el 30 de junio de 2024.     Otro aspecto relevante de la ley, se refiere al otorgamiento de un subsidio de carácter temporal, mensual, y de cargo fiscal, para el pago del ingreso mínimo mensual contemplado en esta ley, al que podrán acceder como beneficiarios las personas naturales y jurídicas, incluyendo cooperativas, que hayan informado inicio de actividades en primera categoría ante el Servicio de Impuestos Internos (SII), y que tengan ingresos anuales por ventas y servicios del giro superiores a 0,01 e iguales o inferiores a 100.000 UF, contabilizados según las reglas de su artículo 8, y cumpliendo los demás requisitos que se establecen a partir de su artículo 9 y siguientes.     Cabe señalar que este subsidio no estará afecto a impuestos, no podrá ser objeto de ninguna retención sea administrativa o judicial, y se podrá percibir desde el 1 de mayo de 2023 hasta el 30 de abril de 2025, siendo el SII la entidad facultada para habilitar una plataforma que permita recibir las solicitudes de otorgamiento, para verificar su procedencia, denegar o suspender su pago, y las demás funciones necesarias para su aplicación.       Finalmente, establece además otras medidas dirigidas para las micro, pequeñas y medianas empresas, incluida las cooperativas, relacionadas con las medidas tributarias del plan de emergencia para la reactivación económica y del empleo establecidas en la ley N° 21.256; con el fondo de garantía para pequeños y medianos empresarios y que permite flexibilizar convenios de pago por impuestos adeudados, para apoyar la reactivación de la economía, conforme lo establece la ley N° 21.514; con el estatuto que moderniza el sistema de relaciones laborales de la ley N° 20.940; y con relación al nuevo bono clase media y préstamo solidario para la protección de sus ingresos, contemplado en la ley N° 21.323."
21572,"Bomberos de Chile,Acreencias Bancarias,Bancos e Instituciones Financieras","La presente ley, modifica el inciso primero del artículo 156 de la Ley General de Bancos, con el objeto de entregar a la Junta Nacional de Cuerpos de Bomberos de Chile, las acreencias bancarias, esto es, dineros que hayan cumplido dos años sin movimiento o no hayan sido cobrados por su titular; cuando hayan transcurridos tres años desde que los bancos publicaron la lista informando su existencia. La institución financiera deberá entregar a la señalada Junta dichos recursos, dineros que anteriormente iban para el Fisco, los que deberán ser prorrateados y distribuidos íntegramente en los distintos Cuerpos de Bomberos de Chile. De esta manera, los bomberos tienen una nueva forma de financiamiento."
21573,"Ley de Presupuesto 2023,Presupuesto 2023,Ley de Presupuestos del Sector Público,Servicio Electoral,Senado de la República,Biblioteca del Congreso Nacional,Cámara de Diputados y Diputadas,Viáticos","Ley presente ley incorpora una glosa nueva en la Ley 21.516, de Presupuesto del Sector Público del año 2023, con el objeto de otorgar bonos al personal que indica del Servel que trabaje en las elecciones del año 2023, de 4 y 2,5 Unidades de Fomento, según corresponda.     Asimismo, esta ley dispone que los funcionarios del Congreso Nacional (Cámara, Senado y Biblioteca) que presten apoyo técnico legislativo y administrativo en el nuevo procedimiento para elaborar una Constitución Política tendrán derecho a más de 90 días, seguidos o alternados, con el 100% del viático completo."
21574,"Paridad de Género,Consejo Constitucional","La presente ley modifica la Constitución Política de la República con el fin de establecer la paridad de género en el Consejo Constitucional, órgano que tiene por único objeto discutir y aprobar una propuesta de texto de una nueva Constitución, de que trata el artículo 144 de la Carta Fundamental.     En particular, se introducen cambios en las letras d), e) y f) del N° 3 del inciso quinto del señalado artículo 144, que fija las reglas que se seguirán para la distribución y asignación de escaños del Consejo Constitucional.       De acuerdo con la letra d), si en la asignación preliminar de consejeros constitucionales electos no se obtiene una representación equitativa de 25 hombres y 25 mujeres, se aplicarán las siguientes reglas especiales:   i. Se determinará la cantidad de hombres y mujeres que deban aumentar o disminuir.     ii. Luego, se ordenarán las listas o pactos que hayan obtenido escaños de acuerdo al total de votos obtenidos por cada una a nivel nacional, de menor a mayor.    iii. A continuación, se ordenarán las circunscripciones senatoriales en cada lista o pacto que tenga electos del sexo sobrerrepresentado de acuerdo al total de votos en favor de las respectivas listas o pactos electorales, de menor a mayor.    iv. El candidato más votado del sexo subrepresentado de la lista o pacto electoral menos votada a nivel nacional en la circunscripción senatorial en que dicha lista o pacto electoral haya obtenido la menor votación, reemplazará al candidato menos votado del sexo sobrerrepresentado que había resultado electo en la asignación preliminar, en dicha circunscripción, correspondiente al mismo partido político o candidatura independiente asociada a un partido político.      Si no pudiese realizar el reemplazo un candidato del mismo partido, se reemplazará con el candidato más votado del sexo subrepresentado del mismo pacto electoral en la misma circunscripción senatorial.       Si no se pudiera realizar el reemplazo en la circunscripción senatorial menos votada de la lista se continuará en las siguientes circunscripciones senatoriales menos votadas, hasta realizar un reemplazo en la lista o hasta que no queden circunscripciones por revisar.      De acuerdo con la letra e), si de la aplicación de la regla señalada en la letra d) no se lograre la representación equitativa, se realizará el mismo procedimiento del ordinal iv de dicha letra en la siguiente lista o pacto electoral menos votado a nivel nacional, y así sucesivamente, repitiendo el procedimiento en las listas tantas veces como sea necesario hasta lograr la representación señalada en la letra a), o hasta que en todas las circunscripciones senatoriales el sexo sobrerrepresentado no supere al subrepresentado en más de uno, en cuyo caso se aplicará la letra f).     Por último, la letra f) dispone que si no se alcanzare el principio de representación equitativa, deberá aplicarse el mismo procedimiento del ordinal iv de la letra d) en las circunscripciones senatoriales en que el sexo sobrerrepresentado supere al sexo subrepresentado en un escaño hasta alcanzar la paridad."
21569,"Elecciones y Plebiscitos,Plebiscito,Plebiscito Constitucional,Votaciones Populares y Escrutinios,Cédula de Identidad,Pasaportes","La presente ley dispone que las cédulas de identidad o pasaportes, respecto de electores chilenos, y las cédulas de identidad para extranjeros cuya fecha de vencimiento, estampada en el respectivo documento, corresponda a alguno de los días del período comprendido entre el 1° de enero de 2020 y el 17 de diciembre de 2023, se aceptarán para participar en la elección de miembros del Consejo Constitucional, a realizarse el domingo 7 de mayo de 2023, y en el plebiscito nacional constitucional a que se refiere el artículo 159 de la Constitución Política de la República, el 17 de diciembre ya señalado.     Tanto la fecha de las elecciones como la del plebiscito se encuentran contempladas en el ""Nuevo procedimiento para elaborar una Constitución Política de la República"", establecido en los artículos 144 y siguientes de la Carta Fundamental."
21569,"Elecciones y Plebiscitos,Plebiscito,Plebiscito Constitucional,Votaciones Populares y Escrutinios,Cédula de Identidad,Pasaportes","La presente ley dispone que las cédulas de identidad o pasaportes, respecto de electores chilenos, y las cédulas de identidad para extranjeros cuya fecha de vencimiento, estampada en el respectivo documento, corresponda a alguno de los días del período comprendido entre el 1° de enero de 2020 y el 17 de diciembre de 2023, se aceptarán para participar en la elección de miembros del Consejo Constitucional, a realizarse el domingo 7 de mayo de 2023, y en el plebiscito nacional constitucional a que se refiere el artículo 159 de la Constitución Política de la República, el 17 de diciembre ya señalado.     Tanto la fecha de las elecciones como la del plebiscito se encuentran contempladas en el ""Nuevo procedimiento para elaborar una Constitución Política de la República"", establecido en los artículos 144 y siguientes de la Carta Fundamental."
